sid,survey_idno,variable,#_variable,var_dcml,loc_width,labl,var_security,var_universe_clusion,var_qstn_qstnlit,var_universe,var_sumstat_0,var_sumstat_type_0,var_sumstat_1,var_sumstat_type_1,var_format_type,var_val_range_min,var_val_range_max
836,DANE-DIMPE-EAM-2022,c3r35c2,V170,0,8,Total Gastos de administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Gastos de administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1274795036
836,DANE-DIMPE-EAM-2022,c3r35c3,V171,0,8,Total costos de producción administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total costos de producción administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1428324138
836,DANE-DIMPE-EAM-2022,c3r36c1,V135,0,8,Servicios de comunicaciones -Producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Servicios de comunicaciones -Producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,2616625
836,DANE-DIMPE-EAM-2022,c3r36c2,V136,0,8,Servicios de comunicaciones - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Servicios de comunicaciones - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,39556340
836,DANE-DIMPE-EAM-2022,c3r36c3,V137,0,8,Total Servicios de comunicaciones,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Servicios de comunicaciones,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,39557047
836,DANE-DIMPE-EAM-2022,c3r37c1,V155,0,8,Impuestos de industria y comercio - producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Impuestos de industria y comercio - producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,0
836,DANE-DIMPE-EAM-2022,c3r37c2,V156,0,8,Impuestos de industria y comercio - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Impuestos de industria y comercio - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,43873910
836,DANE-DIMPE-EAM-2022,c3r37c3,V157,0,8,Total Impuestos de industria y comercio,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Impuestos de industria y comercio,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,43873910
836,DANE-DIMPE-EAM-2022,c3r38c2,V158,0,8,Impuesto predial y sobre vehículos - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Impuesto predial y sobre vehículos - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,89703324
836,DANE-DIMPE-EAM-2022,c3r38c3,V159,0,8,Total Impuesto predial y sobre vehículos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Impuesto predial y sobre vehículos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,89703324
836,DANE-DIMPE-EAM-2022,c3r3c1,V71,0,8,Prestaciones sociales del personal permanente - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Prestaciones sociales del personal permanente - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,13540424
836,DANE-DIMPE-EAM-2022,c3r3c2,V72,0,8,Prestaciones sociales del personal permanente - Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Prestaciones sociales del personal permanente - Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,18155202
836,DANE-DIMPE-EAM-2022,c3r3c3,V73,0,8,Total  Prestaciones sociales del personal permanente,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total  Prestaciones sociales del personal permanente,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,19966746
836,DANE-DIMPE-EAM-2022,c3r3pt,V70,0,8,Prestaciones sociales del personal permanente - Producción  - Profesional Tecnólogo o Técnico,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Prestaciones sociales del personal permanente - Producción  - Profesional Tecnólogo o Técnico,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4886281
836,DANE-DIMPE-EAM-2022,c3r40c2,V108,0,8,"Costo de venta de materias primas, materiales y empaques vendidos sin transformar - Administración y ventas",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Costo de venta de materias primas, materiales y empaques vendidos sin transformar - Administración y ventas",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,323720463
836,DANE-DIMPE-EAM-2022,c3r40c3,V109,0,8,"Total Costo de venta de materias primas, materiales y empaques vendidos sin transformar",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Total Costo de venta de materias primas, materiales y empaques vendidos sin transformar",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,323720463
836,DANE-DIMPE-EAM-2022,c3r41c1,V112,0,8,Costos y gastos por servicios contratados con terceros (outsoursing)- Producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos por servicios contratados con terceros (outsoursing)- Producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,18315971
836,DANE-DIMPE-EAM-2022,c3r41c2,V113,0,8,Costos y gastos por servicios contratados con terceros (outsoursing)-  Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos por servicios contratados con terceros (outsoursing)-  Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,16777756
836,DANE-DIMPE-EAM-2022,c3r41c3,V114,0,8,Total Costos y gastos por servicios contratados con terceros (outsoursing),El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costos y gastos por servicios contratados con terceros (outsoursing),Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,25008470
836,DANE-DIMPE-EAM-2022,c3r42c1,V149,0,8,Costos y gastos de transporte de materias primas - Producción,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos de transporte de materias primas - Producción,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,54346644
836,DANE-DIMPE-EAM-2022,c3r42c2,V150,0,8,Costos y gastos de transporte de materias primas - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos de transporte de materias primas - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,0
836,DANE-DIMPE-EAM-2022,c3r42c3,V151,0,8,Total Costos y gastos de transporte de materias primas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costos y gastos de transporte de materias primas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,54346644
836,DANE-DIMPE-EAM-2022,c3r44c2,V106,0,8,Costo de venta de productos no fabricados por el establecimiento - Administrativo y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costo de venta de productos no fabricados por el establecimiento - Administrativo y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,648396899
836,DANE-DIMPE-EAM-2022,c3r44c3,V107,0,8,Total Costo de venta de productos no fabricados por el establecimiento,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costo de venta de productos no fabricados por el establecimiento,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,648396899
836,DANE-DIMPE-EAM-2022,c3r45c2,V118,0,8,Costos y gastos de transporte de productos - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Costos y gastos de transporte de productos - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,60831799
836,DANE-DIMPE-EAM-2022,c3r45c3,V119,0,8,Total Costos y gastos de transporte de productos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Costos y gastos de transporte de productos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,60831799
836,DANE-DIMPE-EAM-2022,c3r46c2,V167,0,8,Gastos financieros - Administración y ventas,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Gastos financieros - Administración y ventas,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,520554004
836,DANE-DIMPE-EAM-2022,c3r46c3,V168,0,8,Total Gastos financieros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total Gastos financieros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,520554004
836,DANE-DIMPE-EAM-2022,c3r4c1,V75,0,8,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Obreros",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Obreros",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,19620787
836,DANE-DIMPE-EAM-2022,c3r4c2,V76,0,8,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Administrativos",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Administrativos",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,21709408
836,DANE-DIMPE-EAM-2022,c3r4c3,V77,0,8,"Total  Sueldos, salarios y prestaciones sociales del personal contratado directamente",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Total  Sueldos, salarios y prestaciones sociales del personal contratado directamente",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,34265067
836,DANE-DIMPE-EAM-2022,c3r4pt,V74,0,8,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Profesional Tecnólogo o Técnico",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Sueldos, salarios y prestaciones sociales del personal contratado directamente  - Producción  - Profesional Tecnólogo o Técnico",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,9795663
836,DANE-DIMPE-EAM-2022,c3r5c1,V79,0,8,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Obreros",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Obreros",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4908029
836,DANE-DIMPE-EAM-2022,c3r5c2,V80,0,8,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Administrativos",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Administrativos",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,13376310
836,DANE-DIMPE-EAM-2022,c3r5c3,V81,0,8,"Total  Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Total  Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,15271989
836,DANE-DIMPE-EAM-2022,c3r5pt,V78,0,8,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Profesional Tecnólogo o Técnico",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Cotizaciones patronales obligatorias, salud, ARP y pensión del personal ocupado  - Producción  - Profesional Tecnólogo o Técnico",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4252796
836,DANE-DIMPE-EAM-2022,c3r6c1,V83,0,8,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Obreros",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Obreros",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1798822
836,DANE-DIMPE-EAM-2022,c3r6c2,V84,0,8,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Administrativos",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Administrativos",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4619052
836,DANE-DIMPE-EAM-2022,c3r6c3,V85,0,8,"Total  Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Total  Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,6475279
836,DANE-DIMPE-EAM-2022,c3r6pt,V82,0,8,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Profesional Tecnólogo o Técnico",El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,"Aportes sobre nómina (SENA, cajas de compensación familiar, ICBF)  - Producción  - Profesional Tecnólogo o Técnico",Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1161809
836,DANE-DIMPE-EAM-2022,c3r7c1,V87,0,8,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,180105
836,DANE-DIMPE-EAM-2022,c3r7c2,V88,0,8,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1047644
836,DANE-DIMPE-EAM-2022,c3r7c3,V89,0,8,Total  Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total  Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,1199891
836,DANE-DIMPE-EAM-2022,c3r7pt,V86,0,8,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Profesional Tecnólogo o Técnico,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Aportes voluntarios a compañías de seguros de vida que ampara al personal ocupado  - Producción  - Profesional Tecnólogo o Técnico,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,206856
836,DANE-DIMPE-EAM-2022,c3r8c1,V91,0,8,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,26237568
836,DANE-DIMPE-EAM-2022,c3r8c2,V92,0,8,Valor causado por las empresas que suministran personal temporal al establecimiento  - Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Valor causado por las empresas que suministran personal temporal al establecimiento  - Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,17747420
836,DANE-DIMPE-EAM-2022,c3r8c3,V93,0,8,Total  Valor causado por las empresas que suministran personal temporal al establecimiento,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total  Valor causado por las empresas que suministran personal temporal al establecimiento,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,26474188
836,DANE-DIMPE-EAM-2022,c3r8pt,V90,0,8,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Profesional Tecnólogo o Técnico,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Valor causado por las empresas que suministran personal temporal al establecimiento  - Producción  - Profesional Tecnólogo o Técnico,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4861664
836,DANE-DIMPE-EAM-2022,c3r9c1,V99,0,8,Otros gastos del personal no incluidos antes  - Producción  - Obreros,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Otros gastos del personal no incluidos antes  - Producción  - Obreros,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,4581805
836,DANE-DIMPE-EAM-2022,c3r9c2,V100,0,8,Otros gastos del personal no incluidos antes  - Administrativos,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Otros gastos del personal no incluidos antes  - Administrativos,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,42745940
836,DANE-DIMPE-EAM-2022,c3r9c3,V101,0,8,Total  Otros gastos del personal no incluidos antes,El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008,Total  Otros gastos del personal no incluidos antes,Está conformado por establecimientos industriales residentes en territorio nacional con 10 o más personas ocupadas y/o un valor de producción dado para el año de referencia.,I,0,vald,0,invd,numeric,0,42984203
